SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SCH_TYPE,LOW_GRADE,HIGH_GRADE,TITLE1_STATUS,MEMBERSHIP,CONTACT_NAME,ADDRESS,ADDRESS2,PO_BOX,CITY,STATE,ZIPCODE,PHONE,FAX,LATITUDE,LONGITUDE,COOP,COOP_CODE
20162017,056,JEFFERSON,275,Jefferson County,076,Indian Trail Elementary,275076,056275076,210299000669,A1,Entry,5th,Title 1 Eligible - Schoolwide School,458,Joseph Wood,3709 E Indian Tr,,,Louisville,KY,40213,(502) 485-8268,(502) 485-8477,38.171026,-85.690741,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,056275335,210299000753,A1,9th,12th,Title 1 Eligible - Schoolwide School,"1,266",Herbert Holbrook,4615 Taylor Boulevard,,,Louisville,KY,40215,(502) 485-8269,(502) 485-8033,38.172586,-85.781585,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,056275165,210299002027,A1,Entry,12th,Not a Title 1 School,701,Dr. Angela Parsons,546 South First Street,,,Louisville,KY,40202,(502) 485-8216,(502) 485-8741,38.249744,-85.752801,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,174,JCPS eSchool,275174,056275174,210299002283,A5,9th,12th,Title 1 Eligible - No Program,607,Mr. Jerry C Keepers,900 South Floyd St.,,,Louisville,KY,40203,(502) 485-7800,(502) 485-7801,38.240027,-85.750808,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,056275325,210299000752,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,616,Michael Terry,3701 East Wheatmore Drive,,,Louisville,KY,40215,(502) 485-8271,(502) 485-7157,38.191643,-85.796035,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,951,Jefferson County High,275951,056275951,210299001947,A5,9th,12th,Title 1 Eligible - No Program,233,Mr. Jerry C Keepers,900 S Floyd Street,,,Louisville,KY,40203,(502) 485-3173,(502) 485-3671,38.240027,-85.750808,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,A1,6th,8th,Title 1 Eligible - No Program,913,Teri Reed,1418 Morton Ave,,,Louisville,KY,40204,(502) 485-8272,(502) 485-8635,38.240229,-85.727445,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,056275166,210299000727,A1,Entry,5th,Title 1 Eligible - No Program,768,Brooke Schilling,3610 Cedarwood Way,,,Jeffersontown,KY,40299,(502) 485-8274,(502) 485-8408,38.190493,-85.584616,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,065,Jeffersontown High,275065,056275065,210299000659,A1,9th,12th,Title 1 Eligible - No Program,"1,091",Dr. Matthew Kingsley,9600 Old Six Mile Lane,,,Jeffersontown,KY,40299,(502) 485-8275,(502) 485-8832,38.201366,-85.580854,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,A1,6th,8th,Title 1 Eligible - No Program,857,Ms. Beverly Johnson,2509 Wilson Ave,,,Louisville,KY,40210,(502) 485-8277,(502) 485-8679,38.236275,-85.795736,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,106,Johnsontown Road Elementary,275106,056275106,210299000696,A1,Entry,5th,Title 1 Eligible - Schoolwide School,425,Malinda Dutkowski,7201 Johnsontown Rd,,,Louisville,KY,40272,(502) 485-8278,(502) 313-3482,38.117226,-85.893444,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,056275162,210299000724,A1,6th,8th,Title 1 Eligible - No Program,916,David Armour,7315 Wesboro Rd,,,Louisville,KY,40222,(502) 485-8279,(502) 485-8618,38.283609,-85.61907,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,571,Kimberly Jones,3800 Gibson Lane,,,Louisville,KY,40211,(502) 485-8280,(502) 313-3486,38.231782,-85.81866,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,059,Kenwood Elementary,275059,056275059,210299000653,A1,Entry,5th,Title 1 Eligible - Schoolwide School,587,Mrs. Jill Handley,7420 Justan Ave,,,Louisville,KY,40214,(502) 485-8283,(502) 313-3487,38.145533,-85.78682,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,079,Kerrick Elementary,275079,056275079,210299000672,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,425,Lawanda Hazard-Irvin,2210 Upper Hunters Trace,,,Louisville,KY,40216,(502) 485-8284,(502) 313-3488,38.165805,-85.837344,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,A1,Entry,5th,Title 1 Eligible - Schoolwide School,438,Ms. Stephanie White,4325 Vermont Ave,,,Louisville,KY,40211,(502) 485-8285,(502) 313-3489,38.257532,-85.823471,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,056275134,210299000712,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,476,Mark Boyer,3807 Klondike Ln,,,Louisville,KY,40218,(502) 485-8286,(502) 313-3490,38.208687,-85.637198,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,056275163,210299000725,A1,6th,8th,Title 1 Eligible - Schoolwide School,404,Catherine Gibbs,9803 Blue Lick Road,,,Louisville,KY,40229,(502) 485-8287,(502) 313-3491,38.105443,-85.691556,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,056275133,210299000711,A1,6th,8th,Title 1 Eligible - Schoolwide School,886,Jonathan Cesler,8200 Candleworth Drive,,,Louisville,KY,40214,(502) 485-8288,(502) 485-8373,38.130511,-85.786229,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,056275145,210299000716,A1,Preschool,5th,Title 1 Eligible - No Program,421,Michele Yates,5100 Capewood Dr,,,Louisville,KY,40229,(502) 485-8289,(502) 313-3493,38.100287,-85.664193,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,056275126,210299000706,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,434,Mr. Ronald Marshall,9831 East Avenue,,,Louisville,KY,40272,(502) 485-8290,(502) 313-3494,38.11041,-85.847759,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,030,Liberty High,275030,056275030,210299001634,A5,7th,12th,Title 1 Eligible - Schoolwide School,226,Iman Talaat,3307 E Indian Trail,,,Louisville,KY,40213,(502) 485-7100,(502) 313-3495,38.170919,-85.700386,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,A1,Entry,5th,Title 1 Eligible - No Program,562,Ms. Susan French,930 East Main Street,,,Louisville,KY,40206,(502) 485-8291,(502) 313-3496,38.253984,-85.734239,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,138,Louisville Day Treatment,275138,056275138,210299000713,A6,6th,12th,Title 1 Eligible - No Program,35,Heather Moss,8711 Lagrange Rd,Bldg D,,Louisville,KY,40242,(502) 429-7217,(502) 425-7216,38.268546737,-85.589612316,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,047,Louisville Male High,275047,056275047,210299001705,A1,9th,12th,Not a Title 1 School,"1,862",Dr. James Jury,4409 Preston Highway,,,Louisville,KY,40213,(502) 485-8292,(502) 485-8770,38.184683,-85.721019,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,463,Louisville Metro Youth Center,275463,056275463,210299001082,A5,Entry,12th,Title 1 Eligible - No Program,59,Mr. Jerry C Keepers,720 W Jefferson St,,,Louisville,KY,40203,(502) 574-6975,(502) 485-3173,38.254264,-85.763222,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,056275146,210299000717,A1,Entry,5th,Title 1 Eligible - No Program,595,Austin Allain,210 Oxfordshire Lane,,,Louisville,KY,40222,(502) 485-8293,(502) 313-3497,38.24536,-85.591879,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,107,Luhr Elementary,275107,056275107,210299000697,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,471,Lynley Dunn Schroering,6900 Fegenbush Lane,,,Louisville,KY,40228,(502) 485-8295,(502) 313-3498,38.149118,-85.629239,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,056275155,210299002026,A1,6th,12th,Title 1 Eligible - Schoolwide School,"1,999",Mr. Robert Fulk,6415 Outer Loop,,,Louisville,KY,40228,(502) 485-8304,(502) 485-8168,38.13947,-85.637375,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,056275193,210299001492,A6,6th,12th,Title 1 Eligible - Schoolwide School,74,Heather Moss,1015 Dorsey Ln,,,Louisville,KY,40223,(502) 271-4577,(502) 245-7470,38.263783175,-85.565809505,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,A3,9th,12th,Title 1 Eligible - No Program,38,Iman Talaat,3305 East Indian Trail,,,Louisville,KY,40213,(502) 485-7988,(502) 485-7988,38.170919,-85.700386,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,352,Maria Holmes,1312 Catalpa Street,,,Louisville,KY,40211,(502) 485-8310,(502) 313-3500,38.235986,-85.802059,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,741,Desiree Bush,1900 S. 7th Street,,,Louisville,KY,40208,(502) 485-8297,(502) 313-3501,38.221572,-85.775966,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,022,Medora Elementary,275022,056275022,210299000633,A1,Preschool,5th,Title 1 Eligible - No Program,448,Elizabeth White,11801 Deering Road,,,Louisville,KY,40272,(502) 485-8298,(502) 485-8572,38.090422,-85.874912,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,056275340,210299000754,A1,6th,8th,Title 1 Eligible - No Program,"1,113",Christopher Burba,828 South Jackson Street,,,Louisville,KY,40203,(502) 485-8299,(502) 313-3503,38.241518,-85.746545,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,024,Middletown Elementary,275024,056275024,210299000634,A1,Preschool,5th,Title 1 Eligible - No Program,580,Justin MATSON,218 North Madison Avenue,,,Louisville,KY,40243,(502) 485-8300,(502) 313-3504,38.248481,-85.54139,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,056275147,210299000718,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,481,Michelle Ann Pennix,3816 Dixie Highway,,,Louisville,KY,40216,(502) 485-8301,(502) 313-3505,38.198203,-85.809932,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,056275202,210299002412,A5,6th,12th,Title 1 Eligible - Schoolwide School,279,Donald Q Dillard,1960 Bashford Manor Ln,,,Louisville,KY,40218,(502) 485-8316,(502) 485-8791,38.197918,-85.673172,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,099,Minors Lane Elementary,275099,056275099,210299000690,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,446,Erika Walker,8510 Minors Lane,,,Louisville,KY,40219,(502) 485-8303,(502) 485-8480,38.197976,-85.673174,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,041,Newburg Middle,275041,056275041,210299000642,A1,6th,8th,Title 1 Eligible - Schoolwide School,"1,030",Nicole Adell,4901 Exeter Avenue,,,Louisville,KY,40218,(502) 485-8306,(502) 485-8883,38.18011,-85.668644,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,A1,6th,8th,Title 1 Eligible - No Program,"1,370",Jennifer Cave,121 West Lee Street,,,Louisville,KY,40208,(502) 485-8307,(502) 313-3511,38.223247,-85.758602,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,,A1,Preschool,5th,Not a Title 1 School,338,Allyson Vitato,10941 Kings Crown Drive,,,Prospect,KY,40059,(502) 485-8367,(502) 313-3562,38.328247,-85.56404,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,096,Norton Elementary,275096,056275096,210299000687,A1,Preschool,5th,Not a Title 1 School,721,Timothy Hagan,8101 Brownsboro Road,,,Louisville,KY,40241,(502) 485-8308,(502) 485-8600,38.297506,-85.59978,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,027,Okolona Elementary,275027,056275027,210299000635,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,267,Karen Stearman,7606 Preston Highway,,,Louisville,KY,40219,(502) 485-8309,(502) 313-3513,38.140835,-85.689584,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,A6,Entry,12th,Title 1 Eligible - No Program,263,Heather Moss,2020 Newburg Rd,,,Louisville,KY,40205,(502) 479-4180,(502) 479-4143,38.218432274,-85.71047935,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,075,Pleasure Ridge Park High,275075,056275075,210299000668,A1,9th,12th,Title 1 Eligible - No Program,"1,716",Kimberly Pehlke Salyer,5901 Greenwood Road,,,Louisville,KY,40258,(502) 485-8311,(502) 485-8093,38.14571,-85.863694,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,A1,Entry,5th,Title 1 Eligible - Schoolwide School,291,Angela Hosch,3410 Northwestern Parkway,,,Louisville,KY,40212,(502) 485-8313,(502) 313-3517,38.274474,-85.802966,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,056275128,210299000708,A1,Entry,5th,Title 1 Eligible - Schoolwide School,442,Shuvon Ray,5001 Garden Green Way,,,Louisville,KY,40218,(502) 485-8315,(502) 485-8485,38.176935,-85.665773,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,056275219,210299002190,A1,6th,8th,Title 1 Eligible - No Program,"1,015",Darryl Farmer,6409 Gelhaus Lane,,,Louisville,KY,40299,(502) 485-8391,(502) 485-8973,38.149593,-85.54606,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,081,Rangeland Elementary,275081,056275081,210299000674,A1,Entry,5th,Title 1 Eligible - Schoolwide School,472,Mashelle Hunt Kiggins,1701 Rangeland Rd,,,Louisville,KY,40219,(502) 485-8317,(502) 313-3521,38.165695,-85.669476,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,085,Robert Frost Sixth-Grade Academy,275085,056275085,210299000678,A1,6th,6th,Title 1 Eligible - Schoolwide School,413,Faith Stroud,4601 Valley Station Rd,,,Louisville,KY,40272,(502) 485-8256,(502) 313-3462,38.056068,-85.903411,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,530,Roosevelt-Perry Elementary,275530,056275530,210299000773,A1,Entry,5th,Title 1 Eligible - Schoolwide School,304,Mrs. Kimberly Marshall,1615 West Broadway,,,Louisville,KY,40203,(502) 485-8319,(502) 313-3406,38.249549,-85.778643,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,519,Kenya Natsis,301 Southland Boulevard,,,Louisville,KY,40214,(502) 485-8320,(502) 485-8378,38.172242,-85.768909,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,086,Sanders Elementary,275086,056275086,210299000679,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,459,Pamela Cooper,8408 Terry Rd,,,Louisville,KY,40258,(502) 485-8322,(502) 485-8555,38.132229,-85.875792,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,063,Schaffner Traditional Elementary,275063,056275063,210299001587,A1,Entry,5th,Title 1 Eligible - No Program,595,Zachary Eckels,2701 Crums Lane,,,Louisville,KY,40216,(502) 485-8217,(502) 485-8218,38.195703,-85.824372,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,559,Ms. Danielle Randle,724 Denmark Street,,,Louisville,KY,40215,(502) 485-8324,(502) 485-8144,38.195602,-85.772019,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,073,Seneca High,275073,056275073,210299000667,A1,9th,12th,Title 1 Eligible - Schoolwide School,"1,322",Ms. Kimberly Morales,3510 Goldsmith Lane,,,Louisville,KY,40220,(502) 485-8323,(502) 485-8174,38.207742,-85.65485,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,097,Shacklette Elementary,275097,056275097,210299000688,A1,Entry,5th,Title 1 Eligible - Schoolwide School,424,Mr. Kevin Garner,5310 Mercury Drive,,,Louisville,KY,40258,(502) 485-8325,(502) 485-8526,38.159276,-85.854683,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,A1,Entry,5th,Title 1 Eligible - Schoolwide School,749,Kimberly Goff,735 Ziegler Street,,,Louisville,KY,40217,(502) 485-8327,(502) 485-8507,38.223316,-85.74459,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,103,Slaughter Elementary,275103,056275103,210299000693,A1,Entry,5th,Title 1 Eligible - Schoolwide School,435,Catherine Pendleton,3805 Fern Valley Road,,,Louisville,KY,40219,(502) 485-8328,,38.158744,-85.691773,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,087,Smyrna Elementary School,275087,056275087,210299000680,A1,Entry,5th,Title 1 Eligible - Schoolwide School,521,Dr. Tiffany Stith,6401 Outer Loop,,,Louisville,KY,40228,(502) 485-8329,(502) 485-8484,38.138545,-85.641064,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,050,South Park TAPP,275050,056275050,210299001612,A5,Preschool,12th,Title 1 Eligible - Schoolwide School,66,Dr. DeLena Alexander,1010 Neighborhood Pl,,,Fairdale,KY,40118,(502) 485-8748,(502) 313-3536,38.116049,-85.748735,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,031,Southern High,275031,056275031,210299000637,A1,9th,12th,Title 1 Eligible - Schoolwide School,"1,227",Tyler Shearon,8620 Preston Highway,,,Louisville,KY,40219,(502) 485-8330,(502) 485-8029,38.12671,-85.680982,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,029,St Joseph Children's Home,275029,056275029,210299001633,A6,Entry,8th,Title 1 Eligible - Schoolwide School,28,Heather Moss,2823 Frankfort Ave,,,Louisville,KY,40206,(502) 893-0241,(502) 212-1296,38.256099791,-85.689674063,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,064,St Matthews Elementary,275064,056275064,210299000658,A1,Entry,5th,Title 1 Eligible - No Program,566,Scottie Collier,601 Browns Lane,,,Louisville,KY,40207,(502) 485-8321,(502) 485-8582,38.245714,-85.640896,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,071,Stonestreet Elementary,275071,056275071,210299000665,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,426,Donald Boemker,10007 Stonestreet Road,,,Louisville,KY,40272,(502) 485-8333,(502) 313-3538,38.108966,-85.834733,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,056275211,210299002197,A1,Preschool,5th,Not a Title 1 School,756,Dr. Brigitte Catchings-Owens,14417 Aiken Rd,,,Louisville,KY,40245,(502) 485-8281,(502) 485-8971,38.268134,-85.488522,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,144,Stuart Seventh- and Eighth-Grade Academy,275144,056275144,210299001427,A1,7th,8th,Title 1 Eligible - Schoolwide School,654,Mrs. Laura Dalton,4603 Valley Station Rd,,,Louisville,KY,40272,(502) 485-8334,(502) 313-3540,38.108122,-85.843867,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,A1,Preschool,12th,Title 1 Eligible - Schoolwide School,639,Mrs. Venita Benboe,4001 Herman Street,,,Louisville,KY,40212,(502) 485-8326,(502) 485-8738,38.262202,-85.815674,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,019,The Brook-Dupont,275019,056275019,210299001629,A6,Preschool,8th,Title 1 Eligible - No Program,29,Heather Moss,1405 Browns Ln,,,Louisville,KY,40207,(502) 721-2342,(502) 893-2219,38.235434772,-85.627894253,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,020,The Brook-KMI,275020,056275020,210299001474,A6,6th,12th,Title 1 Eligible - No Program,72,Heather Moss,8521 LaGrange Rd,,,Louisville,KY,40242,(502) 814-3722,(502) 426-0163,38.272288879,-85.59643592,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,056275201,210299002121,A5,4th,12th,Title 1 Eligible - Schoolwide School,342,Mr. Kenneth Moeller,3741 Pulliam Drive,,,Louisville,KY,40218,(502) 485-7700,(502) 485-7701,38.203898,-85.643888,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,090,Thomas Jefferson Middle,275090,056275090,210299000682,A1,6th,8th,Title 1 Eligible - Schoolwide School,900,Kimberly Gregory,1501 Rangeland Road,,,Louisville,KY,40219,(502) 485-8273,(502) 485-8045,38.168384,-85.679373,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,104,Trunnell Elementary,275104,056275104,210299000694,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,500,Stephanie Smith,7609 St. Andrews Church Road,,,Louisville,KY,40214,(502) 485-8337,(502) 485-8627,38.153023,-85.814556,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,016,Tully Elementary,275016,056275016,210299000631,A1,Preschool,5th,Title 1 Eligible - No Program,684,Linda Dauenhauer,3300 College Drive,,,Louisville,KY,40299,(502) 485-8338,(502) 485-8393,38.196302,-85.571193,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,124,U of L PACT Program,275124,056275124,210299001935,A5,10th,12th,Not a Title 1 School,9,Jackie June,102 Davidson Hall Room 102,,,Louisville,KY,40292,(502) 485-3280,(502) 485-3776,38.21809,-85.75844,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,033,Valley High,275033,056275033,210299000639,A1,8th,12th,Title 1 Eligible - Schoolwide School,"1,186",Robert Stephenson,10200 Dixie Highway,,,Louisville,KY,40272,(502) 485-8339,(502) 485-8884,38.107709,-85.867731,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,051,Waggener High,275051,056275051,210299000649,A1,9th,12th,Title 1 Eligible - Schoolwide School,835,Sarah Hitchings,330 S. Hubbards Lane,,,Louisville,KY,40207,(502) 485-8340,(502) 485-8140,38.244651,-85.636854,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,034,Waller-Williams Environmental,275034,056275034,210299001529,A3,Entry,9th,Title 1 Eligible - Schoolwide School,113,Dr. Yolanda Floyd,2415 Rockford Lane,,,Louisville,KY,40216,(502) 485-8314,(502) 485-8560,38.177505,-85.843165,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,069,Watson Lane Elementary,275069,056275069,210299000663,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,323,Sean Russell,7201 Watson Lane,,,Louisville,KY,40272,(502) 485-8341,(502) 485-8455,38.060724,-85.897559,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,072,Watterson Elementary,275072,056275072,210299000666,A1,Entry,5th,Title 1 Eligible - Schoolwide School,563,Carol Ferry,3900 Breckinridge Lane,,,Louisville,KY,40218,(502) 485-8342,(502) 485-8999,38.191282,-85.626941,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,116,Wellington Elementary,275116,056275116,210299000701,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,462,Ms. Brandi Carney,4800 Kaufman Lane,,,Louisville,KY,40216,(502) 485-8343,(502) 485-8525,38.18231,-85.86165,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,110,Western Day Treatment,275110,056275110,210299001857,A6,Entry,5th,Title 1 Eligible - No Program,24,Heather Moss,1900 South Seventh Street,,,Louisville,KY,40208,(502) 485-7351,(502) 485-6234,38.221572,-85.775966,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,084,Western High,275084,056275084,210299000677,A1,9th,12th,Title 1 Eligible - Schoolwide School,733,Mr. Michael Newman,2501 Rockford Lane,,,Louisville,KY,40216,(502) 485-8344,(502) 485-8969,38.177534,-85.84463,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,710,Western Middle,275710,056275710,210299000785,A1,6th,8th,Title 1 Eligible - Schoolwide School,601,Kymberly Rice,2201 West Main Street,,,Louisville,KY,40212,(502) 485-8345,(502) 313-3551,38.260542,-85.786455,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,077,Westport Middle,275077,056275077,210299000670,A1,6th,8th,Title 1 Eligible - Schoolwide School,"1,233",Joseph Zeller,8100 Westport Road,,,Louisville,KY,40222,(502) 485-8346,(502) 313-3552,38.275798,-85.600769,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,916,Westport TAPP,275916,056275916,210299001098,A5,Preschool,12th,Title 1 Eligible - Schoolwide School,49,Dr. DeLena Alexander,8800 Westport Rd,,,Louisville,KY,40242,(502) 485-8347,(502) 485-8120,38.280323,-85.588626,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,056275182,210299000731,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,347,William Bunton,1107 South 17th Street,,,Louisville,KY,40210,(502) 485-8348,(502) 485-8998,38.239534,-85.783287,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,056275109,210299000699,A1,Entry,5th,Title 1 Eligible - No Program,667,Penny Espinosa,5700 Cynthia Drive,,,Louisville,KY,40291,(502) 485-8349,(502) 485-8607,38.166593,-85.57491,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,067,Wilder Elementary,275067,056275067,210299000661,A1,Preschool,5th,Title 1 Eligible - No Program,551,"William Perkins, III",1913 Herr Lane,,,Louisville,KY,40222,(502) 485-8350,(502) 485-8591,38.278926,-85.622271,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,066,Wilkerson Traditional Elementary,275066,056275066,210299000660,A1,Entry,5th,Title 1 Eligible - Schoolwide School,450,Traci Durbin,5601 Johnsontown Road,,,Louisville,KY,40272,(502) 485-8351,(502) 313-3557,38.122531,-85.87392,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,056275117,210299000702,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,465,Benjamin Pinnick,6700 Price Lane,,,Louisville,KY,40229,(502) 485-8353,(502) 313-3558,38.102347,-85.637931,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,502,Dr. Erica Lawrence,3526 West Muhammad Ali Boulevard,,,Louisville,KY,40212,(502) 485-8354,(502) 485-8880,38.256721,-85.810229,JEFF CO,909
