SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,FINANCE_TYPE,FINANCE_LABEL,FINANCE_VALUE,FINANCE_RANK,COOP,COOP_CODE
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$5,738",148,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$12,931",95,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,$833,142,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$670,24,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$883,29,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$255,153,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,10.3%,69,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SALARIES,Average Teacher Salary,"$48,010",112,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SALARIES,Average Principal Salary,"$78,501",121,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SALARIES,Total Substitute Teacher Expenditures,"$127,443",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$62.00,156,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Net General Fund SEEK,"$10,267,825",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Capital Outlay,"$202,514",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Net General Fund SEEK per Pupil,"$5,070",40,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Building Fund - State,"$624,115",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Building Fund - Local,"$587,098",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Transportation SEEK Funding,"$1,053,828",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Actual Transportation Expenditures,"$1,819,408",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,57.92%,53,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,Assessment,"$587,097,867",,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,Assessment per Pupil,"$289,905",130,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,Real Estate Tax,48.6,138,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,Tangible / Personal Property Tax,48.8,136,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,Levied Equivalent Rate,44.3,173,KEDC,903
20162017,068,LEWIS,335,Lewis County,,---District---,335,,,TAX,30-cent Local Effort,"$1,761,294",,KEDC,903
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),"3,386.77",44,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),"3,696.97",44,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,"3,492.88",44,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Fund Balance,"$3,645,191",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Fund Balance Percentage,13.00%,123,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,Yes,,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,FTE Certified Staff,301.4,40,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,241.0,42,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,FTE Classified Staff,315.8,37,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,80.80%,159,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,"$1,568,838",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Federal Revenue,"$8,806,693",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Local Revenue,"$7,143,183",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,State Revenue,"$26,665,496",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Total Revenue,"$44,184,211",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$2,045",142,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$2,521",12,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,$449,78,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$7,634",88,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$12,650",105,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$3,833,124",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$6,206,116",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$3,209,936",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$24,894,416",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Total Expenditures,"$48,024,516",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$3,888,678",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$1,496,627",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$3,010,657",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$1,484,960",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,$919,74,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$1,777",84,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,097",127,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$7,127",31,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$13,749",78,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$862,35,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$428,112,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,"$1,113",48,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$425,101,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,8.0%,130,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SALARIES,Average Teacher Salary,"$47,950",115,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SALARIES,Average Principal Salary,"$72,646",162,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SALARIES,Total Substitute Teacher Expenditures,"$378,349",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$108.00,58,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Net General Fund SEEK,"$17,236,380",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Capital Outlay,"$338,677",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Net General Fund SEEK per Pupil,"$5,089",39,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Building Fund - State,"$793,004",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Building Fund - Local,"$532,918",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Transportation SEEK Funding,"$1,301,430",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Actual Transportation Expenditures,"$3,010,657",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,43.23%,128,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,Assessment,"$1,065,835,867",,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,Assessment per Pupil,"$314,705",120,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,Real Estate Tax,51.6,115,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,Tangible / Personal Property Tax,51.6,116,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,Levied Equivalent Rate,62.1,118,SESC,907
20162017,069,LINCOLN,341,Lincoln County,,---District---,341,,,TAX,30-cent Local Effort,"$3,197,508",,SESC,907
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),"1,056.70",130,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),"1,141.23",130,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,"1,078.19",129,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Fund Balance,"$3,991,893",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Fund Balance Percentage,42.77%,10,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,No,,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,FTE Certified Staff,100.0,124,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,77.0,129,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,FTE Classified Staff,102.5,121,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,82.87%,130,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,$0,,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Federal Revenue,"$2,445,679",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Local Revenue,"$6,376,941",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,State Revenue,"$7,093,304",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Total Revenue,"$15,915,924",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,$0,150,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$2,268",31,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$5,914",9,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$6,579",145,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$14,762",48,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$475,470",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$1,161,184",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$471,200",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$7,840,285",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$965,210",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$1,296,505",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$1,897,292",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$1,288,957",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Total Expenditures,"$15,396,103",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,760",23,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$1,202",105,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,$895,81,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$7,272",23,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$437,98,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,"$1,077",55,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$441,108,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$14,280",62,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,"$1,195",3,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,12.3%,33,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SALARIES,Average Teacher Salary,"$49,345",84,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SALARIES,Average Principal Salary,"$83,176",80,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SALARIES,Total Substitute Teacher Expenditures,"$127,794",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$119.00,42,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Net General Fund SEEK,"$3,212,662",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Capital Outlay,"$105,670",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Net General Fund SEEK per Pupil,"$3,040",166,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Building Fund - State,$0,,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Building Fund - Local,"$416,124",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Transportation SEEK Funding,"$474,814",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Actual Transportation Expenditures,"$1,288,957",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,36.84%,146,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,Assessment,"$832,247,849",,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,Assessment per Pupil,"$787,588",6,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,Real Estate Tax,44.5,151,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,Tangible / Personal Property Tax,45.4,146,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,Levied Equivalent Rate,52.3,165,WKEC,908
20162017,070,LIVINGSTON,345,Livingston County,,---District---,345,,,TAX,30-cent Local Effort,"$2,496,744",,WKEC,908
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),"3,180.07",47,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),"3,425.03",47,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,"3,244.74",46,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Fund Balance,"$9,019,418",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Fund Balance Percentage,37.88%,19,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,No,,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,FTE Certified Staff,268.2,48,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,226.8,48,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,FTE Classified Staff,254.3,47,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,86.22%,47,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Total Revenue,"$53,678,936",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,State Revenue,"$23,769,682",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Local Revenue,"$8,601,956",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,"$17,647,848",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Federal Revenue,"$3,659,450",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$16,543",24,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$1,128",142,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$2,651",101,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$7,326",113,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,"$5,439",11,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$2,305,846",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$13,411,761",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$2,306,944",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$20,089,491",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Total Expenditures,"$47,512,440",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$2,993,794",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$3,016,162",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$1,520,901",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$1,867,541",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$14,643",53,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$711,79,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$469,96,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,$923,113,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$576,61,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$6,191",109,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,$711,144,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$4,133",32,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,$930,158,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,6.4%,164,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SALARIES,Average Teacher Salary,"$47,329",135,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SALARIES,Average Principal Salary,"$85,879",61,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SALARIES,Total Substitute Teacher Expenditures,"$359,883",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$111.00,54,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Net General Fund SEEK,"$14,087,039",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Capital Outlay,"$318,007",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Net General Fund SEEK per Pupil,"$4,430",109,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Building Fund - State,"$742,364",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Building Fund - Local,"$1,302,212",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Transportation SEEK Funding,"$1,185,200",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Actual Transportation Expenditures,"$2,305,846",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,51.40%,87,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,Assessment,"$1,302,211,865",,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,Assessment per Pupil,"$409,492",76,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,Real Estate Tax,44.6,149,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,Tangible / Personal Property Tax,44.6,150,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,Levied Equivalent Rate,56.3,146,GRREC,902
20162017,071,LOGAN,351,Logan County,,---District---,351,,,TAX,30-cent Local Effort,"$3,906,636",,GRREC,902
